,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
MRCKA,,,,,-0.473312300793817,,,,,0.215107437743332,0
MRCKB,,,,,0.198217221973565,,,,,0.264266707620211,0
MRI1,,,-0.217149840304203,,,,,0.620588371428547,,,0
MROH1,,0.0746224669179415,-0.140999249248666,-1.02790720028754,-0.133920486242107,,0.900037904528893,0.612415041882651,,0.575104243586184,0
MRP,,,,,0.165923747549232,,,,,0.854343651697813,0
MRPL12,,,0.0923672989186227,,,,,0.858850945480907,,,0
MRPL15,,,0.512435932758924,,,,,0.232012390816428,,,0
MRPL37,,,0.102378096554651,,,,,0.749870218847147,,,0
MRPL44,,,0.150319419751608,,,,,0.532043487620776,,,0
MRPL45,,,0.0764998247087229,,,,,0.595873755553175,,,0
MRPL53,,,0.153616407628682,,,,,0.770946900828709,,,0
MRPS16,,,0.0364266085123781,,,,,0.966263864172868,,,0
MRPS22,,,0.11542071866058,,,,,0.609595673500523,,,0
MRPS25,,,0.0693880729027384,,,,,0.882948624603827,,,0
MRPS27,,,-0.0211807553058689,,,,,0.921482740662278,,,0
MRPS28,,,0.193454574447126,,,,,0.657200505580906,,,0
MRPS35,,,0.0845358829461496,,,,,0.881384344495801,,,0
MRPS36,,,-0.0231447642584012,,,,,0.975496345577781,,,0
MRPS5,,,0.265712276049025,,,,,0.383754094542022,,,0
MRPS7,,,0.10259630927446,,,,,0.631146459295139,,,0
MRTFA,,,-0.172797891073214,,0.171740176219155,,,0.546387463718318,,,0
MRTFB,,,-0.0600922764139056,,-0.139827881393543,,,0.830187849527223,,0.946117362299694,0
MSLN,0.210486462775698,,,,,0.9595208764726064,,,,,0
MSN,0.0395791437718778,-0.0381040881822344,0.080267202166265,0.37431991727922,,0.9962090509916655,0.991510281820983,0.873872623931932,0.00840488313174764,,1
MSPD2,,,,,-0.224992723828642,,,,,0.44179759343839,0
MSRA,,,0.0684884345345651,,-0.0611593940685063,,,0.915185458557541,,0.946117362299694,0
MST1,-0.166067740912784,,,,,0.9962090509916655,,,,,0
MSTN,-0.0325190919228522,,,,,0.9962090509916655,,,,,0
MT-CO1,,,-0.0151132582613351,,,,,0.96762771856146,,,0
MT-CO2,,0.306247891078845,-0.0493614623190437,-0.262220511832475,,,0.303390441386568,0.904876655243994,0.275889378283954,,0
MT-ND1,,,0.15472505484773,,,,,0.675518080375799,,,0
MT-ND4,,,0.359973231445307,,,,,0.38601610096747,,,0
MT-ND5,,,0.38920417605372,,,,,0.178920082201538,,,0
MT2A,0.137036632407796,,,,,0.9209477060365012,,,,,0
MT3,0.0787996812300236,,,,,0.9962090509916655,,,,,0
MTAP,,,0.107259330835118,,0.298978829966145,,,0.802589673208195,,0.349322249511865,0
MTAP2,,,,,-0.101006860429403,,,,,0.656827219455165,0
MTCH1,,-0.0456485249382254,0.140383514957726,-0.249559976669675,-0.197123774321873,,0.966681834141769,0.612415041882651,0.292258377868242,0.713053134145423,0
MTCH2,,0.276780742014505,0.142634452762759,-0.00167760599936484,0.260236594474184,,0.532054600165831,0.472164140790725,0.993948171712438,0.395361267132932,0
MTFR1L,,,0.173983520605435,,,,,0.425097778277682,,,0
MTHFD1,,-0.197016741258498,-0.13620308477486,-0.0959783122801218,,,0.5200066992351,0.373703899401667,0.814745865183865,,0
MTIF2,,,0.172644316957175,,,,,0.600516360919167,,,0
MTM1,,,-0.184702718569122,,0.00889595085053804,,,0.609595673500523,,0.984979591053265,0
MTMR1,,,-0.129775119745365,,-0.0159067238466816,,,0.663165767372486,,0.976633467864305,0
MTMR10,,0.00161586144642389,-0.302571998543693,0.234520486550803,,,0.998699207742396,0.456338577642793,0.358971336600452,,0
MTMR2,,0.0153573315372548,-0.149845762540761,0.0693037914230541,0.0101137521669475,,0.99354092916983,0.306397810881559,0.800938258230715,0.966157509475435,0
MTMR5,,,,,-0.071631784356865,,,,,0.658238484292764,0
MTMR6,,0.026382148345268,-0.0445228061663052,-0.586088323841769,-0.00068827396662207,,0.976188593962704,0.880326489698158,,0.999315151584051,0
MTMR7,,,0.156097441586221,,0.125987252700205,,,0.645324217219088,,0.594230496844671,0
MTMR9,,,-0.213141228631446,,0.162300555445326,,,0.546528465210459,,0.661635240670402,0
MTMRA,,,,,-0.0750786738820098,,,,,0.631883745565484,0
MTMRD,,,,,0.0852564937260881,,,,,0.757904343874687,0
MTNA,,,,,-0.0166251312324728,,,,,0.961823981840594,0
MTOR,,,-0.00296751959051789,,1.84331476945632e-05,,,0.987248320934852,,0.999845824878897,0
MTPN,,,-0.04224550677549,,0.297655171671493,,,0.955037147212673,,0.590538440857991,0
MTURN,,,-0.140354575566972,,0.135685149429705,,,0.85519345320291,,0.866639045748825,0
MTX1,,,0.237044473955496,,0.0473747172287198,,,0.406671219516342,,0.908756250017841,0
MTX2,,0.189941829757461,0.0980415863367294,-0.316673346657135,-0.114832117343546,,0.802656131262148,0.615521858873449,,0.656479003636633,0
MTX3,,,-0.0149119646942943,,-0.0719885487378362,,,0.966263864172868,,0.934184578757256,0
MUTA,,,,,0.0569987724886524,,,,,0.738238579242607,0
MVB12B,,,-0.0760487100262667,,,,,0.795688757500351,,,0
MVD,,,-0.0245559424174064,,,,,,,,0
MVD1,,,,,-0.167158609006626,,,,,0.693232630395397,0
MVK,,,-0.241450942895433,,,,,0.69604216413693,,,0
MVP,,0.274836127156743,-0.0556327802297871,0.205563121837821,0.0823490106080497,,0.718795904289001,0.89973234304995,0.602988358554622,0.870771953516091,0
MX1,,,-0.401055554260592,,0.187868027480532,,,0.371218525148718,,0.693232630395397,0
MXRA7,0.130674983515885,,,,,0.9962090509916655,,,,,0
MXRA8,0.001198757999683,,,,,0.9974951661907246,,,,,0
MY18A,,,,,-0.0340291209995908,,,,,0.866639045748825,0
MYADM,,-0.176171873656306,-0.50048165418307,0.246909162960878,-0.315166014721913,,0.736808399593071,0.406671219516342,0.262489872555772,0.549001209344941,0
MYCB2,,,,,0.122471605239353,,,,,0.865253952779789,0
MYCBP2,,,0.0499836119956845,,,,,0.920848087269852,,,0
MYDGF,0.127472373240511,,,,,0.9595208764726064,,,,,0
MYEF2,,0.0304556811836425,0.0193315839107913,,0.700952549940486,,0.976188593962704,0.934052901387682,,0.0770885755108389,0
MYH10,,0.198173810659451,0.0352559140500779,0.0641157834170219,-0.091760765595132,,0.521489685725897,0.772401791968742,0.856487248546429,0.264266707620211,0
MYH11,,-0.101286366241992,-0.0180261156428161,-0.470778731108036,0.433088463208179,,0.95616111169336,0.96762771856146,0.569197478172481,0.196026598427247,0
MYH14,,0.10311290786006,0.0333906504347976,0.15680687373061,0.00199277541119103,,0.841668577080085,0.793051724448901,0.561929615065762,0.98881960653421,0
MYH7,,,0.298123023439887,,0.00554418921290756,,,0.738381763523027,,0.997397726470149,0
MYH9,-0.41528830094771,0.161105515075567,0.0308065345439437,0.419488764906619,0.213642506797558,0.9767077574634933,0.583112578842491,0.876575666766215,0.120855304268092,0.162325390119167,0
MYL12A,,0.0214831876301398,0.0342375667111501,0.400847091002771,,,0.987837716078066,0.951976352046858,0.222919915479887,,0
MYL3,,,-0.0671392897114284,,0.423078800151604,,,0.550565578521971,,0.00862489619923624,1
MYL6,-0.130115339908693,0.491919368370996,-0.0754364587051082,0.00900791788650246,0.411911697601655,0.9962090509916655,0.278871582498653,0.46660824003178,0.982249162840994,3.77378052974788e-05,1
MYL6B,,,0.188048814526525,,0.128803022001544,,,0.547933691736765,,0.817316204132973,0
MYL9,,,-0.0734573208112336,,-0.0652486846093998,,,0.921866491126512,,0.961823981840594,0
MYLK,,,-0.116124684135374,,-0.0277228087355843,,,0.647862155509733,,0.946117362299694,0
MYO18A,,-0.140299583556003,-0.0640755559600562,-0.430504438386359,,,0.677443610704883,0.602391302191646,0.256045021689063,,0
MYO1B,,,0.0981293164397312,,0.236371901256422,,,0.730694967095373,,0.590538440857991,0
MYO1C,,-0.532911763000642,-0.112144521120652,-0.31071860813596,0.159824611780105,,0.32284359203119,0.615521858873449,0.369610494610627,0.668188926195574,0
MYO1D,,-0.376462267777741,-0.0140352251273548,0.151167935577239,0.0547295776922219,,0.683187351158513,0.966263864172868,0.499273877720483,0.761221849200697,0
MYO1E,,0.207494369109984,-0.13186167154752,-0.0396686688030148,-0.150766792529871,,0.821956922412748,0.843500259938115,0.924644376847868,0.780611445327187,0
MYO5A,,-0.0156968982604591,0.0149072734752758,-0.387139401598683,-0.0539253981437007,,0.984201089762907,0.941294026306058,0.284830287913757,0.592967217733757,0
MYO6,,0.181386939690941,0.0975835371323771,0.216769044851895,0.150595824993927,,0.667400112182428,0.496800232691255,0.566196243497733,0.2018900400593,0
MYO9B,,,0.320347373259748,,0.140930002312139,,,0.643348992033373,,0.692742959820873,0
MYOC,0.102112242817217,,,,,0.9962090509916655,,,,,0
MYP0,,,,,0.1185429493014,,,,,0.884083683300205,0
MYP2,,,,,0.25127853076115,,,,,0.413808482724831,0
MYPN,,,0.207023862073161,,-0.293545832691991,,,0.844245113992591,,0.803410486756284,0
MYPR,,,,,0.129415041607825,,,,,0.602868830152957,0
MYPT1,,,,,-0.346538537967085,,,,,0.419534570955465,0
MYPT2,,,,,0.0680659607238736,,,,,0.931467356385182,0
MYRF,-0.0924412766281435,,,,,0.9962090509916655,,,,,0
NAC1,,,,,-0.237967570979271,,,,,0.489794789523032,0
NAC2,,,,,-0.303315823329047,,,,,0.607920842711396,0
NACAD,,,0.156177980359118,,0.270095903397794,,,0.413719042958086,,0.396649276135949,0
NADK2,,,0.509915834312898,,,,,0.354631130217187,,,0
NAE1,,,0.202535077882809,,,,,0.663165767372486,,,0
NAGA,-0.0318111799201173,,,,,0.9962090509916655,,,,,0
NAGK,,-0.388174676915029,0.165689091074497,0.274262645878059,-0.135737611030041,,0.802896529822386,0.676925350855178,0.380319085529417,0.705174681121398,0
NAGLU,-0.062998003773874,,,,,0.9962090509916655,,,,,0
NAKD2,,,,,-0.262881510443414,,,,,0.4760319682298,0
NAMPT,,0.0663790455212061,-0.067141043990965,0.212918707075028,0.148399142536212,,0.880649376212214,0.764574593963556,0.369102688607627,0.494430135354903,0
NANS,,-0.482735258096714,-0.586483915526992,-0.178193033878844,,,0.688721553966423,0.199204396375731,0.689258480727729,,0
NAP1L1,,-0.1466449208514,-0.116673147770898,0.249337335951417,,,0.724657639119472,0.501629566848551,0.43470166460746,,0
NAP1L4,,,-0.0509492881271907,,,,,0.809517785952892,,,0
NAP1L5,,,-0.265440164195589,,,,,0.360462091331239,,,0
NAPA,,0.134704655907094,0.0838630445996384,0.413006252286169,,,0.811390435789451,0.546387463718318,0.0566983305109451,,0
NAPB,,-0.00312083650276374,0.0598070283179941,0.250048433078438,,,0.998589987665774,0.532043487620776,0.345593161296515,,0
NAPG,,-0.0605210832959204,0.156406920238773,0.350282143517434,,,0.966681834141769,0.456323848686763,0.232965279257708,,0
NARS1,,,0.0623099548207721,,,,,0.921482740662278,,,0
NARS2,,,-0.73082903589858,,,,,0.125939555392208,,,0
NAV1,,,0.271733955594859,,0.483320497397723,,,0.371218525148718,,0.154528127724352,0
NAXE,-0.0192400776610082,,,,,0.9962090509916655,,,,,0
NB5R1,,,,,-0.0512996894370074,,,,,0.861031841856395,0
NB5R3,,,,,0.0494554547353793,,,,,0.770073607974799,0
NBAS,,-0.211963045816003,-0.133512315423486,-0.37795865144558,0.124114738479447,,0.620659923215355,0.584594537246897,,0.494430135354903,0
NBEA,,0.322112867708923,0.0513755406219507,,0.302013127290266,,0.265950155397415,0.869781937716086,,0.431600264855939,0
NBL1,0.0119646192702803,,,,,0.9962090509916655,,,,,0
NCAM1,0.0485435390295486,0.24927002043914,0.089919131587892,0.466886441673942,0.243063839919237,0.9962090509916655,0.643952789246515,0.647862155509733,0.0315857940158101,0.235141153372511,1
NCAM2,0.0484992966802338,,0.443868228008145,,0.111323277024805,0.9962090509916655,,0.215200911012601,,0.884083683300205,0
NCAN,0.0214185661641473,-0.0188301131179076,0.386439730201257,-0.831148676293653,0.37434841377683,0.9962090509916655,0.99354092916983,0.35140564899456,0.478622032113636,0.357948649142824,0
NCDN,,-0.34594889175835,-0.243124820256573,0.386593938962406,-0.0685011693352839,,0.32284359203119,0.520901897288365,0.16990059494834,0.868163488579233,0
NCK2,,,-0.0398970206694036,,0.0376499748536498,,,0.837249125681626,,0.920659617139149,0
NCKAP1,,,0.00255993323009755,,,,,0.990616176695694,,,0
NCKIPSD,,-0.0789643541985019,-0.0166002490790362,-0.4793114739648,,,0.831483461222039,0.954246550892066,0.376276149495594,,0
NCKP1,,,,,-0.0348609677682495,,,,,0.921441539418527,0
NCL,,-0.418318977615297,-0.0739285894281124,0.059769823416624,,,0.521489685725897,0.735373841965106,0.866748766390718,,0
NCLN,,,0.0239242515890923,,0.0441229263383779,,,0.977341824985197,,0.940141432243163,0
NCOA7,,,-0.166005528710568,,-0.155886071606198,,,0.584594537246897,,0.556044225687243,0
NCPR,,,,,0.0772356747468887,,,,,0.672113634029397,0
NCR3LG1,0.0091707148450481,,,,,0.9962090509916655,,,,,0
NCSTN,0.14000268286847,,,,,0.9305754870113792,,,,,0
NDE1,,,0.0482017987089038,,-0.0807729026482135,,,0.852317906722539,,0.789055700596187,0
NDK3,,,,,0.0150355991924073,,,,,0.971463783287766,0
NDK7,,,,,0.305379661960055,,,,,0.549001209344941,0
NDKA,,,,,0.519193679959909,,,,,0.22392787076778,0
NDKB,,,,,0.175988804639445,,,,,0.175282747469517,0
NDRG1,0.165983278101141,0.295587708099076,0.370373906063297,0.57500673933464,0.105170008124189,0.9962090509916655,0.521489685725897,0.497799769057807,0.111181169016376,0.864358106691291,0
NDRG2,0.0464687665893315,0.871248885010349,0.540881355774585,0.0985934312244722,0.16646046465075,0.9962090509916655,0.521489685725897,0.177664096522543,0.834608492715694,0.443949466772102,0
NDRG3,,,0.0606425771781203,,0.118116830567458,,,0.947563990163757,,0.946117362299694,0
NDRG4,0.202601756589532,,0.695930460276308,,-0.154632251634955,0.7195402213623208,,0.301993098714471,,0.879409813033988,0
NDST1,0.0365894756423302,,,,,0.9962090509916655,,,,,0
NDUA1,,,,,-0.0494813295762661,,,,,0.951345798635112,0
NDUA2,,,,,-0.273441642061441,,,,,0.628641127621091,0
NDUA4,,,,,-0.0968786478178696,,,,,0.686473062879292,0
NDUA5,,,,,-0.0179785778016825,,,,,0.947046869162563,0
NDUA6,,,,,-0.147278676685329,,,,,0.58000348970245,0
NDUA7,,,,,0.0169608607959368,,,,,0.970149529841813,0
NDUA8,,,,,-0.000164723754956797,,,,,0.999752266920086,0
NDUA9,,,,,0.0308872611034274,,,,,0.932442042627939,0
NDUAA,,,,,-0.0534182482878864,,,,,0.707316466867986,0
NDUAB,,,,,-0.0977150637038426,,,,,0.869347268196563,0
NDUAC,,,,,0.0951044962288516,,,,,0.772177439709051,0
NDUAD,,,,,0.10913073201322,,,,,0.609635237572633,0
NDUB1,,,,,0.345352652773843,,,,,0.490305384716758,0
NDUB2,,,,,-0.881171720655018,,,,,0.395361267132932,0
NDUB3,,,,,0.251907029390516,,,,,,0
NDUB4,,,,,-0.0793316369952256,,,,,0.833641115624617,0
NDUB5,,,,,-0.0806982761251909,,,,,0.93728352179095,0
NDUB6,,,,,-0.0186385228356607,,,,,0.971463783287766,0
NDUB7,,,,,0.187851577080517,,,,,0.67559740040815,0
NDUB8,,,,,0.0660853982601082,,,,,0.930859640013354,0
NDUB9,,,,,0.111151133839944,,,,,0.798056852114809,0
NDUBA,,,,,0.113715893245698,,,,,0.662959548825917,0
NDUC2,,,,,0.132367952634419,,,,,0.64128343038398,0
NDUF3,,,,,0.0280857581606493,,,,,0.981738161231808,0
NDUF4,,,,,-0.238380601219918,,,,,0.264266707620211,0
NDUF7,,,,,-0.287116099056383,,,,,0.523406876340571,0
NDUFA1,,,0.244694420092551,,,,,0.321957712669436,,,0
NDUFA10,,0.02058279018743,0.0424738002492202,-0.535386236788765,,,0.982834224779866,0.807982867111092,0.059459096953733,,0
NDUFA11,,0.609429854803301,0.253456615001069,-0.721792501081639,,,0.309962064937829,0.447608843580518,,,0
NDUFA12,,0.378556779367659,0.233917876497446,-0.550383860193221,,,0.521489685725897,0.300339511499474,0.0935768040132258,,0
NDUFA13,,0.499032693119479,0.16123520723661,,,,0.445260519133801,0.46660824003178,,,0
NDUFA2,,,0.11354243789656,,,,,0.657499159750385,,,0
NDUFA4,,-0.018910914622994,0.0752224586603797,0.151588517009179,,,0.98453804779199,0.671641331236456,0.617956077340149,,0
NDUFA5,,0.232383071161753,0.258059117235386,-0.0618406645563964,,,0.662063382415778,0.252306262942617,0.849367032184761,,0
NDUFA6,,,0.274763876831704,,,,,0.280765896252116,,,0
NDUFA7,,,0.359161066178014,,,,,0.195173047424372,,,0
NDUFA8,,0.709914734643814,0.294449024143409,-0.22661155472168,,,0.249612868907871,0.199543239125172,0.458408505418106,,0
NDUFA9,,0.400860943770167,0.121464766624068,-0.161476239961084,,,0.445260519133801,0.550565578521971,0.727275179660839,,0
NDUFAB1,,,0.277987380093141,,,,,0.456338577642793,,,0
NDUFAF3,,,-0.345420889400155,,,,,0.425330854294989,,,0
NDUFAF4,,,-0.0676642179674187,,,,,0.778043397063042,,,0
NDUFAF7,,,-0.672135561362757,,,,,0.301993098714471,,,0
NDUFB1,,,0.0393567679071819,,,,,0.951976352046858,,,0
NDUFB10,,0.504931596994062,0.198133964141751,-0.404013200147394,,,0.417514684008569,0.425330854294989,0.520630005916923,,0
NDUFB2,,,0.184945034958232,,,,,0.546387463718318,,,0
NDUFB3,,,0.282793166945588,,,,,0.595873755553175,,,0
NDUFB4,,0.0905347180034022,0.191753305903254,-0.336057079974309,,,0.890406590090763,0.417297544377453,,,0
NDUFB5,,,0.176038061897005,,,,,0.492061665224885,,,0
NDUFB6,,,0.276717406642954,,,,,0.253365940806029,,,0
NDUFB7,,,0.226697123394271,,,,,0.497799769057807,,,0
NDUFB8,,0.521059200791996,0.189880631741283,,,,0.443472799743713,0.435039161571593,,,0
NDUFB9,,0.282055493074351,0.192686694998459,-0.0665305765412418,,,0.522987982143714,0.363301702903206,0.642020993057276,,0
NDUFC2,,,0.199566632847426,,,,,0.309831889735006,,,0
NDUFS1,,0.16777461755853,0.163883549986942,-0.254539421976719,,,0.527083132768594,0.408185514494248,0.222919915479887,,0
NDUFS2,,0.332890521068915,0.0888774489560926,-0.0333581416965544,,,0.374415076908856,0.652789317267194,0.896354171593221,,0
NDUFS3,,0.264419372024927,0.149619039672686,-0.382003091496407,,,0.578710496371716,0.456323848686763,0.441877332525985,,0
NDUFS4,,0.165116907588721,0.258065039565609,-0.569029918763104,,,0.68061822518141,0.253365940806029,,,0
NDUFS5,,0.108650877660689,0.205473631030078,-0.142900785673797,,,0.897770042273208,0.447608843580518,0.726987988063247,,0
NDUFS6,,0.190677996897266,0.278175448993651,-0.173559024766819,,,0.726223045779288,0.246266548777261,,,0
NDUFS7,,0.226095088683719,0.176435355830509,-0.426690831248217,,,0.662664750387407,0.473442607707975,0.286410380845252,,0
NDUFS8,,0.240918183839272,0.151217181822239,-0.587420560060137,,,0.588790386309681,0.492764443694897,0.20040635723436,,0
NDUFV1,,0.244668603953281,0.182539257152506,-0.54269393386625,,,0.618003392032611,0.335356164073925,0.16990059494834,,0
NDUFV2,,0.229533085455942,0.184962998937167,-0.618387764875307,,,0.677443610704883,0.458010532512713,0.0410708102392964,,1
NDUS1,,,,,-0.119057266457203,,,,,0.385595140845153,0
NDUS2,,,,,-0.00536393383416478,,,,,0.986102615865406,0
NDUS3,,,,,-0.132317908316797,,,,,0.530521704597912,0
NDUS4,,,,,-0.0506725175392419,,,,,0.854106282323503,0
NDUS5,,,,,0.192658211647101,,,,,0.718386260914832,0
NDUS6,,,,,-0.0315549346490951,,,,,0.946117362299694,0
NDUS7,,,,,-0.420900507928351,,,,,0.365995561570258,0
NDUS8,,,,,-0.335171565452539,,,,,0.197005232617401,0
NDUV1,,,,,-0.0654049452657643,,,,,0.707741795834918,0
NDUV2,,,,,0.0328744046088166,,,,,0.946117362299694,0
NEB1,,,,,-0.160194912777196,,,,,0.884083683300205,0
NEB2,,,,,0.2914418062319,,,,,0.494430135354903,0
NECA1,,,,,0.707670503916944,,,,,0.707316466867986,0
NECA2,,,,,0.586151363069922,,,,,0.524966727520026,0
NECAB1,,,-0.654237895168535,,,,,0.137369303227591,,,0
NECAB2,,,-0.184565685064397,,,,,0.689177219079027,,,0
NECT1,,,,,-0.804469118402553,,,,,,0
NECTIN1,-0.0027876891099012,,0.539394040453014,,,0.9962090509916655,,0.214507489024295,,,0
NECTIN3,-0.0567160129547126,,,,,0.9962090509916655,,,,,0
NED4L,,,,,0.048972412641624,,,,,0.931467356385182,0
NEDD4L,,0.151940042891181,0.148243511345976,-0.0512903568879028,,,0.830806153565755,0.458213139767021,,,0
NEDD8,,0.147405577161227,0.0996439091232011,0.138550514882185,0.138459984375752,,0.707395515698715,0.45616472433614,0.354118754313449,0.227055498209232,0
NEFH,,0.031722747949515,-0.0692762186552955,-0.254541050012195,,,0.976188593962704,0.819331689254071,0.352646083742231,,0
NEFL,1.44294655654165,0.0402801765706577,-0.118431602322589,-0.464378236970055,,0.0009678321518279076,0.936428947974618,0.503186486896637,0.0348804460320573,,2
NEFM,0.686294296809606,0.137387389413256,-0.0647369928996535,-0.477956416971757,,0.9220147884827264,0.531782995434259,0.711281326738752,0.0934202951143714,,0
NEGR1,0.009599606048642,0.153527201757689,-0.200903592735746,-0.0790610372768099,0.158088136533243,0.9962090509916655,0.740380209521731,0.651324522465706,0.655806548707471,0.810395914410999,0
NEK7,,0.0395890026969428,-0.136975319622198,0.0870578200638821,0.0892713037332029,,0.97541674836318,0.688436661264941,0.790428127566009,0.616223700716773,0
NELL1,0.0613767540816106,,,,,0.9962090509916655,,,,,0
NELL2,0.0751287180771421,,,,,0.9962090509916655,,,,,0
NENF,-0.0470923889767043,,,,,0.9962090509916655,,,,,0
NEO1,-0.0551793447009707,,,,,0.9962090509916655,,,,,0
NES,,,0.576183021515949,,,,,0.273604354814231,,,0
NEST,,,,,0.302831052419399,,,,,0.372306353926425,0
NETO1,-0.0799781446871553,,,,,0.9962090509916655,,,,,0
NEU1,0.0984531454488522,,,,,0.9962090509916655,,,,,0
NEUA,,,,,-0.139322052593451,,,,,0.789394910953797,0
NEUM,,,,,-0.019370895686876,,,,,0.971988593821695,0
NF1,,-0.057665856404679,0.121297532345636,-0.0853444380462074,-0.0366543236534544,,0.966681834141769,0.609595673500523,0.804513353932086,0.894342416813236,0
